Tweet,Polarity
"""Flashback on death of Muhammad Buhari.  Finally! Thursday, 26 January 2017 LATEST BREAKING NEWS: Nigeria's President Muhammadu Buhari Is Dead Confirmed By CNN-ALIVE https://t.co/MPCvNU6hOE via @davidkingtheo""",0
"We went to Germany to protest the loss of 10TWh of low carbon electricity because the anti nuclear movement is lying!\n\nTimes are changing @Arne_JJ,CO2 emissions are increasing-&gt;the falsehoods about #nuclear that people like you are spreading will be seen.\n\nhttps://t.co/Roq3FyxsNC",0
"""@OfficialPDPNig @MBuhari @OfficialAPCNg @atiku @renoomokri @officialKolaO @GovWike @UcheSecondus @seyiamakinde @IAOkowa @EU_Commission @EUinNigeria Criminals like pdpigs shouldn't have a say in the matters concerning Nigeria""",0
"""@WKPromo @RealBKnice02 @mattchrismorr77 The top guys arne't booked to be dominant because they used their star power to put Over younger guys. 'outside the wrestling bubble' well no shit. That's called being a mainstream star. Wrestling isn't mainstream. Roster isn't small, nor are the wrestlers or the audience""",0
"Your condescending tone betrays your bias @Arne_JJ.\n\nWe WERE protesting coal, just like we were protest shutting down good low carbon nuclear in Germany.\n\nIn 2019 we protested mBank lending money for a new polish coal powerplant Ostroleka C.\nVideo:\nhttps://t.co/TnbxBNlKwM https://t.co/Rlb4i8Kvnj",0
@MxTe11 @AFTVMedia Agree !! \n\nXhaka has did two OK games !\nBut even that I live our victory today We also must realise that Man U was really bad today!! \nSell Lacazzette Xhaka TORREIRA Mustafi Sokratis \nBuy Sancho Arne Maier and Take Saliba back!,0
@realDonaldTrump @GavinNewsom Wish we could clone President Trump.  This country would amazing beyond its amazing status right now !,0
@KarinFox @computra @SKH245 @twiggyboty @Gaylee4205 @teatimewithmeu @Boo98873145 @coachdiz @Tica19833 @1in5advocacy @EdmJbg @DrTeresaSanders @moms4FAPE @JolleyWampus @EducateAll101 @michele_favaro @DonaldBlake1 @SafariSmall @OurKIDzCan @itanzman @BillWhitten13 @JustinSpears4 @DyslexicEg @Crusaydah @marta_rose @NancyEBailey1 @JenVanderputten @SpecialRelief @StrohEd @Smartwoman2019 @selmekki @thedavidmonster @alfredobastiat @BiscottiNicole @NickieSimonetti @DerekWBlack @kristinbryant77 @Surviving_SpEd @johnlegend @EducationOIG @EDcivilrights @JusticeOIG @POTUS @BetsyDeVosED @usedgov @NancyEBailey @StWiltshire @MattSusin @TinaDescovich @MistyBelford The IDEA bucket as Arne Duncan once saidhttps://youtu.be/f9B3LKKsPuU,0
They had a chance to make actual commentary or depict the complexity of the life lived by queer people in Nigeria but instead we get the gay pageant host (I guess) and a dead character.,0
"@Arne_JJ @YvesMarignac They are protesting coal in Poland. They were protesting coal during COP24, they were protesting against banks financing fossil fuel projects they are supporting rewilding, and other means of fighting climate change. But how could you know that?",0
"From we IPOB worldwide we are saying Happy new year both to our enemies and  supporters is gonna be a blissful year.\n\n""Biafra Must Be Free""\xe2\x9c\x8a https://t.co/2IYgjDdxsq",0
@MaMo_ @Abdysoh2 @mari_mwangi @slmiheso @oyookraft @PKings10 @PharaohMenya @WaNduta8 @HakiNgo @Dambuz7 @JTATUA @ParassisO @omondih_ @lskaranja @murathe_donald @BasilioCC @bapfrancis @kiragu_jw @chothep @Michael_ouma @SUHEIB_CARTER @EphraimNgugi @MuhangaMike @EAukot @NdunguWainaina @YWC_2011 @Legionnaire3341 @BrutalHonest3 @ledamalekina @harimugan @FreekenyaM Nigerians in diaspora appear prosperous more because of their big numbers &amp; aggresive mien. \n\nHealthcare in Nigeria is practically dead &amp; there is zero incentive to stay in Nigeria. \nMy colleague just mentioned to me that a Ugandan medical school is 95% Nigerian faculty staff!!,0
"@BrRenas Stupidity is in the eye of the beholder.\n\nChristians would be slapped continuously because of our belief in things that are not seen and cannot be proven. \n\nI know this was a funny idea, but understand that the motivation to slap the stupid people goes every which way.",0
"@IndyK58 @415holgate ""Getting ready to split"" only proves my point. It\'s not discriminatory to face what Christians have done to LGBTQs forthrightly. The evidence is clear. They\'re not atheists, Jews or even Muslims. Christian preachers/priests express the desire to kill us every Sunday.",0
"@MaziNnamdiKanu @UN @realDonaldTrump \nThe only way to STOP religious killings and the killings of Christians in the British Created ZOO called Nigeria, is to return the people to their homogeneous ways of life before Britain came.---Mazi Nnamdi Kanu\n31st December 2019 https://t.co/YE1G9K2JPZ",1
"Adama Aduku, 101-Year-Old Nigerian Army Veteran Is Dead #Nigeria, #News https://t.co/baw1qlKPOZ",0
@Mike_Pence Happy New year to you and your family from #IPOB Russian,0
Happy new year to all my fellow Biafrans...This year is another milestone that will lead to the total annihilation of the zoo Nigeria.,0
@unworthyhand There are also queer poc orthodox Christians who have had their ancestors genocided. Maybe spend time defending us instead of making stupid takes on orthodox for clout.,0
"""@Ezenwata93 @AnofeGafa @YouthsForAtiku @tweettmo @atiku @DokunOjomo @PeterObi @ChimarokeNamani @fatymuhd @AtikuAbubakarA @Mo_Atiku @Forever_Rayyan @MubailuG @Talban_Minna @PDP_2023 That's why Jonathan, take it or leave it, remains the worst manager of his office to-date. You abandon those that stood by you and brought you to office and  spent all your energy building almajiri schools, romancing &amp; trusting people that has demonstrated hatred towards you.""",0
"2020: IPOB cautions members to be patient, ignore lies, propaganda https://t.co/J3AC97t10Y",0
@kasisoul_ZAW They just became celebrity hun. Maybe for poster reasons or love who knows\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,0
I am putting together list of 2020 resolutions. Here\xe2\x80\x99s 2:\n1. I will double my efforts to fight persecution of Christians and Jews.\n2. If you see a right in Constitution to kill  an unborn child I will not listen to you on any human rights issue. #ProLife #Antisemitism #Christians,0
@Fred_Delicious Joke or no Joke if this clown said that he would kill Buddha or a God of another religion (Muslim) THE ENTIRE internet would BLOW UP! So why the He!! YOU said this for? You want to kill Christians? Huh?! Huh!,0
"@adeyanjudeji ALH Buhari is the most unpatriotic leader in the world.\nThis evil man called buhari did same to impose the last 2 police IGs: I Idirs &amp; M Adamu, many top qualified were retrenched to pave way BCOS he wants fulani at all cost.\nY NGR is not progressing.\n@USEmbassyAbuja  @USSenate",0
"The only way to STOP religious killings and the killings of Christians in the British Created ZOO called Nigeria, is to return the people to their homogeneous ways of life before Britain came.---Mazi Nnamdi Kanu\n31st December 2019",1
@Jeff_fabfudge 4040. The 25th clone of Trump is still president. You might wanna get back into that coma.,0
"@Elishabenabuya If ""his semen was scattered""- i.e. \'spilled on the floor\', why didn\'t YHWH immediately kill him like he did Onan!??!  \n(and yes, I know that\'s not why he was killed, but that\'s what pretty much all Christians keep harping on about ... )",0
"Sorry\nThe Leader of Indigenous People Of #Biafra\n#IPOB\nAnd Not Nigeria Separatist Leader\nBefore Nigeria, There Was #Biafra\nWe only Restoring our stolen #Biafra Freedom\nAnd Not Separating from None existing Man made Nigeria (Zoo)\nRespect the image of your Award Winner https://t.co/SJS1YAIaMg",0
Mucho love por dar,0
mtcwh ahswear man utd are playing like almajiri team today. @manutd,1
"""@TwoTownsOver78 @Krieger_Clone_1 @GenghisKhet @LLeanuna @JoyAnnReid Doesn't matter if it's Dem or R if it's f'd up it's f'd up .  No Dem President has ever been a traitor.""",0
"""Any Igbo man in the law enforcement agencies fighting against IPOB is a fool"". - https://t.co/hQc0vStaYG https://t.co/LonDzkc8db",0
@yycsafc @RayComfort I once spoke as you do. Jesus changed me and my heart. He can change you. Stop fighting against the one who loves you whether you love him or deny his outright existence. Christians number 2.1 billion in the world. No matter how much people kill us we continue to grow. Love wins,0
"Former Moroccan king Mohamet 2nd used to do this to his opponents he considered his enemies. @Pontifex does this to his worshipers but kisses the feet of those, the muslims, who kill Christians. https://t.co/8FYtRHZTFJ",1
@Joe1Klly Loved him as a wide 8/auxiliary 6 at Walter\xe2\x80\x99s Stuttgart. Fear for one of my favourite young DMs in Arne Maier who has barely got any game-time. I feel all this bluster only matters if Hertha get a good manager in the summer.,0
@veeglifestyle @elrufai Absolutely correct. Building more and more almajiri schools is not the solution. Family planning is one of the solutions,0
"""@JoshuaC70904990 @heectoryanuk @nwanyi_ocha Then let her remain in the zoo called Nigeria for the next one month and let's see how her condition will look like .""",1
"Tune In, Radio Biafra Extra Is Anchored By IPOB African Rep Mazi George Onyibe.\n\nListen\xf0\x9f\x91\x87\nhttps://t.co/0iFsab3q3z\n\n@realDonaldTrump\n@netanyahu\n@EmmanuelMacron\n@BorisJohnson\n@WhiteHouse\n@MaziNnamdiKanu\n@mefonna\n@OObienu\n@Amaka_Ekwo\n@MarereJustice\n@ofoma3\n@NigeriaGov\n@theresa_may https://t.co/CsdC4BQi9K",0
@unmuyguapo @omarsuleiman504 Well there\xe2\x80\x99s no pagans left around anymore to tell them anything. Christians used the old convert or we will kill you tactic.,0
"""@Ezenwata93 @von_Bismack @atiku @PeterObi @DokunOjomo @DemolaRewaju @HAHayatu Yes but if apc retain the power to the north, then trust me democracy is dead in Nigeria because northerners will refuse to release power, so if u say pdp is the symbol of democracy,  then it'll be bad for pdp to bring the idea of Atiku again""",1
"She said ""many have died before and many will die after. If they want to kill, it\'s difficult but we\'ll even give that. 20 crore Muslims. Crores of dalits and Christians. So many Hindus realizing the abuse of power. If anything, this government has brought us all",1
@Tatort Neeeeeeeiiiiiin!!!!! https://t.co/llwkR9LeHU,0
"@estherclimate @iykimo If Sam, didn\xe2\x80\x99t mention who is father is (no one cares if he\xe2\x80\x99s dead or alive) \xe2\x80\x94 how could we know he was part of the people that own Nigeria?",0
"@OkwukKanu @MachuksO Ndewo NwaChineke, #BiafraIsRising and #Biafra is here never to fall again. All the enemies of Biafra worldwide must kiss the dust.May #ChiukwuOkikeAbiama Bless #MaziNnamdiKanu,#IPOB &amp; all #BiafransWorldwide, iseee iseee iseee! https://t.co/F5zUHA80WL",0
"""I've been curious... Do we harvest internal body parts from dead bodies in Nigeria?\nDo Nigerian Doctors relate/Communicate that to relatives of the deceased?""",0
Happy New Year to our #NYPDauxiliay Police force and CONNGRATS on the recent promotions. APO Arne APO Campbell promoted to auxiliary sergeant. https://t.co/nz96WPd4fa,0
"Wow... The size of these lobsters!!! Thank you Arne Rantzen for cooking and cleaning them up for us... You are the best!!! \xf0\x9f\xa6\x90\xf0\x9f\xa6\x90\xf0\x9f\xa6\x90 Beautiful table, wonderful food and friends and family celebrating with us from all... https://t.co/ekOm6LrWYl",0
"@charliekirk11 Yes, Charlie drinking the Kool-Aid, Charlie the clone, I know exactly what you\xe2\x80\x99re saying. Look at how many tweets you have instigated against our former president. It makes perfect sense, you fool",0
@Starkeisha_no @gainsxoxo @samlsowders @bensiba @CwMissi @ItsProxcey @KandyPure02 Quran says to never kill women or kids or old people or Christians not even a tree\nAnd killing innocent people in general is a very big sin in Islam \nIn the Muslim conquests we never force anyone to be a Muslim or burn down churches,0
"@Intergrity56 Some years back I was making a research on Business Incubator/Incubation Facilities and I came to conclusion that instead of the dead NYSC that has nothing to offer to graduates after service year, Nigeria should have Incubation facilities built around the nation instead of NYSC",0
There is a lot of suspicion against the Igbos. The IPOB agitation has further alienated the Igbos from today\xe2\x80\x99s political relevance and calculations.,0
"""YES IT IS OK TO BE WHITE, TO BE MALE &amp; FEMALE, TO BE AMERICAN CITIZENS &amp; TO BE CHRISTIANS - Those who don't like it are the Nazis - the Racists - the INTOLERANT and those who kill babies in the womb &amp; support it have ZERO Authority to speak of Right &amp; Wrong - Morals &amp; Immoral""",0
"2020: IPOB cautions members to be patient, ignore lies, propaganda\nhttps://t.co/hgIe5rWBVH",0
@SamSamjonesel @Amaka_Ekwo IPOB ONE FAMILY,0
"""@worldpatriot17 @CokeAddict18 @mandyClarke07 @KTHopkins Are you denying that India is one of the most unsafe places in the world? And that Muslims and Christians haven't been killed for eating beef? If you then you're the stupid one.""",0
@MrRhidey @Olaoluwa_niyi Haaaaa Oluwa is involved. How else would you explain going from Almajiri look alike to a billion dollars. True true God dey \xf0\x9f\x98\x81,0
"""We don't know Emeka Emekesiri. \n\n2020: Be patient, ignore lies, propaganda \xe2\x80\x93 IPOB cautions members https://t.co/x7iPQJ2jlj""",0
@WordswithSteph Just love the way they use these stupid so called Christians who are in fact the children of the devil himself. If there is a hell it will suck these heathens in and seal forever.,1
"@EpochTimes @LindseyGrahamSC I am so, so grateful to and for our president!! If only we could clone him and keep him in office!! We can well and truly say ""Don\'t mess with the US!""",0
"2020: IPOB cautions members to be patient, ignore lies, propaganda https://t.co/VJgTLZbrDI",0
@RealOlaudah Nigeria is a zoo,1
@FT read israeli new papers and see  how palestine workers kill their jewish boss ahhh no body did it  he killed himself  and so ond so for has been nethanyahus goberment all he is good for is to give power to christians and arabs what about israelites? they get to shut up or else,0
@vanguardngrnews Who are the others?...  Do he mean IPOB and Shiat?,0
"It\'s fascinating how people gang up on Christians who chose to defend their faith with direct insults and stupid sarcasms pero with other faith, race, life choice, etc groups alam nila yung\n\n""gUys rEspetO nA LanG""",0
"""2020: IPOB Sends New Year Message To It's Members\nhttps://t.co/isEt5iIZwB\n\n#NewYear #ARSMUN""",0
"If you open your lips and say Nigeria president is @MBuhari rather than an imposter created by British government and deported back to the zoo called Nigeria, You are a BIG FOOl. https://t.co/C0J2vARIRy",1
"@AfricaGuardian @MAZIOBIBOND1 That\xe2\x80\x99s a biased headline ,,he is the leader of indigenous people of Biafra,,IPOB,,please be corrected,,",0
"@okafo_uche It is well, Our Great Deputy Leader of IPOB FamilyWorldwide,Elohim ChukwuOkikeAbiama is your Strength,4 Proven to the World Leaders that truly The United State of Biafra Nation has come to be &amp; there is nothing any Mortal can do about it,All Hail The Peaceful &amp; Loving IPOB Family",0
"""@415holgate So Absolutely Stupid! There are plenty of gay Christians. Those who don't wish to Serve ARE NOT CHRISTIANS!!!!!""",0
@markwal31616123 @Terry__MC @JustinTrudeau You know several Christians who advocate conversion therapy (sure you do) and that\xe2\x80\x99s your argument that Christians are like that Muslim man in Toronto who wishes the Govt to adopt Sharia someday and to kill gays. https://t.co/5ymzu6lvkC,0
"""@415holgate Gays shouldn't have to serve Christians, unless it's gay Christians. What a stupid idea!""",0
Support Almajiri Child https://t.co/eXOIqyH2vJ,0
"@DailyPostNGR Serves Zoo Nigeria right. Shows how incompetent Nigeria leaders are, from Jubril el sudani to the local government chairman. Ghana is a serious minded country n wouldn\xe2\x80\x99t Nigeria\xe2\x80\x99s tardiness to bear on them. Kudos to Ghana.",1
New Originals 2020:\n\n- WandaVision\n- Falcon and Winter Soldier\n- Monsters at Work\n- The Mandalorian 2\n- Diary of a Future President\n- Timmy Failure\n- Stargirl\n- Dolphin Reef\n- Elephant\n- Love Simon\n- Lizzie McGuire\n- Big Shot\n- Magic Camp\n- The Clone Wars 7\n- Muppets Now\n- Safety https://t.co/lhEEW6fA3c,0
@KashifShahzada @AchmedKariem Aren\xe2\x80\x99t there 106 verses in the Koran  that say to kill ALL infidels (anyone who wont bow down to Allah) like Christians and Jews?,0
"@pesachlattin Ever notice that the rabid ""PRO-LIFERS"" are often also PRO-GUNS, things designed for one purpose--to KILL. And often ""Christians"" w/such little faith in God that they need guns to protect themselves.\xf0\x9f\x99\x84 Go figure.",0
@PlantProgrammer @Jamie_Woodward_ @arne_mertz I think also that they can probably show the caves were dug long before humans were inhabiting the americas.,0
"Another 45 clone! The former White House Ethics Chief under President George W. Bush described Attorney General William Barr as the ""most dangerous"" in United States history, citing what he described as religious zealotry. https://t.co/y7GPQaQlK7",0
"Schalke and Leverkusen are interested in signing Arne Maier. He wants to leave Hertha BSC Berlin since they plan to buy some other player for CM like Ascacibar, Xhaka or Draxler.",0
Biafra: Our Agitation Is For The Betterment Of Everyone Trapped In Nigeria \xe2\x80\x94 IPOB https://t.co/5xP3npMP4X,0
@RealIgwe @savndaniel Something is definitely wrong with this country...what is the business of the police with masquerades. Or is that once someone is associated with IPOB. He should be killed?,0
"""@Nogosa007 @BOGbadamosi Will you stop that? That's how you give their idiots(herdsmen and Boko Haram)  the temerity to kill Christians, how is Nigeria an Islamic nation? Even the faulty census showed equal number of Christians and Muslims.""",1
BIAFRA: 2020 a year of national liberation and freedom\xc2\xa0-IPOB https://t.co/lLi4WbZ8Cc https://t.co/9u9Ft8iOnr,0
@AlfonzoCortez4 once you know the truth that Jesus is all powerful and all demons and satan are subject to any born again who uses the name Jesus then fear disappears and faith grows.  most Christians are stupid and no clue the power that they have.,0
@JibrinIbrahim17 @SKefason There is nothing they can do if Nigeria is not ready. They cannot force a dead horse to stand.with the kind of leadership we have this is expected.,0
"""Nigeria's oldest surviving soldier is dead | TheNewsGuru https://t.co/kPDX21Huv0""",0
Nigeria&amp;#8217;s oldest surviving soldier is dead https://t.co/kPDX21Huv0,0
"""I don't think you have made enough friends across the bridge to guarantee your dream. Nigerian's have to trust your intention. Also, tell your IPOB to respect all. Violent &amp; intimidations from this rascals will never guarantee your dream. https://t.co/4cLp6jG0nN""",0
"""@420Zooted @People4Bernie @BernieSanders YOU ARE THE ONE THAT GOT TOO MANY.. NEXT TIME DO IT WITH . CLOTHES ON!  LOL YOU WANT TO INSULT REPUBLICANS THEN WHEN THEY HIT BACK YOU YELL RACIST BIGOTS!! THE PARTY IS OVER!!!  SUNNI'S KILL SHIITES KILL CHRISTIANS JEWS .. TREAT WOMEN LIKE SHIT / LGBTQ LIKE SHIT! SAVE IT!!! https://t.co/yiIGxRi3nK""",0
@Johnhere10 @TakamitsuSaigo @SmartiPants83 @KeithMcC2929 @slavewar @DeenaLilacs @TerryMeggins @BoosterDuster @Craig2feathers @AllahuDogbar @TWITMO_INMATE @bleacherbling @damien_shark @MissesJ3 @OrtaineDevian @HB04920973 @heidi_weigand @NathanStuiber @RaeAnon @Cordicon @MagaGlam @TexasDeplorabl4 @nxumalo_terence @1776AmericaUSA @MAGA_Len @JustLis71565329 @HH_kathy @PhilZantos @PhoenixxRizen @filnj @DudaPhillis @DontDregMeBro @PWeepingAngel @go4itbas @Patrici85940941 @TamaraJ54122333 @DebbieA43922131 @atlantis000000 @TheyDontKnowWe1 @minister_ernie @sjorolan @lenlucas46 @freezebrand44 @QBlueSkyQ @CylantJustice @TerranceKozak @TitiEWoki @terryca53306307 @NamvetSurvivor @gonv_survival There are plenty of stories that are the reverse of what you saying. Why does Islam attack and kill Christians. It never happens the other way around.,0
Arne Vinzon - Les Otaries https://t.co/slNYJLlGJk via @YouTube,0
"@natebfold @Ezenwata93 @HAHayatu @atiku @PeterObi @DemolaRewaju @MBuhari @OfficialPDPNig @APCNigeria The entire 2019 presidential election result is fake.\n\nDuring the tribunal, APC/Buhari/inec were unable to present any proof that buhari won by majority votes.\n\nAlso there was heavy malpractice in 11 northern states, 251 local govt areas &amp; about 15,000 polling units.",0
If it\xe2\x80\x99s not that most people who had their bath today went out to do new year almajiri for jollof rice and semo the rest of you have prolly not had your bath today \xf0\x9f\x98\x85\xf0\x9f\x98\x8f,0
@seendiee Wani fake deep. $11bn worth individual who is just 60 years old. Buhari kumma fa ace me\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3,0
"GOP and alleged Christians always complain and do the \xe2\x80\x9cwhataboutism\xe2\x80\x9d. But what about the democrats,  trying to use alleged = arguments .  Mitch says on national tv - I will work with the whitehouse to kill the impeachment -  gop- what about democrats and 3 years-  NOT THE SAME!",0
IPOB has rendered Ohanaeze and every other socio political group in Igboland and Biafraland at large useless. \n\nWe are formidable. Nnamdi Kanu is a supreme leader.,0
"Biden is slowly pissing off the universe of voters. Called an Iowa farmer fat, told miners in West Virginia to learn coding cause he\xe2\x80\x99s shutting down the mines, told Christians to get guns out of their churches just as one saves dozens of lives . This guy is some kind of stupid. https://t.co/Gp0kLPZo6t",0
"""@Larchyke @Engr_Tidy @channelstv Are you sure? Pls continue abusing him and even spread the normal death wish and clone story, all those una wahala since 2015 and he still won his presidency without you people's vote.  How else has Buhari not humbled you all. \xf0\x9f\x98\x82""",0
Too many walking dead people in Nigeria.. \xf0\x9f\x98\x89\xf0\x9f\x98\xa2\xf0\x9f\x98\x8e,0
"@AndroidArts Oh man. I still remember seeing that box art in GameStop for the first time years ago, and going \xe2\x80\x9cwait, that\xe2\x80\x99s Arne!\xe2\x80\x9d",0
"A Kenyan magazine recognizes the supreme leader of IPOB Mazi Nnamdi Kanu, but one Kayode thinks he can\xe2\x80\x99t deliver Biafra. Ndiara. https://t.co/uogHeHJLTP",0
@AbdulazeezShit1 @ShehuBello @thecableng @GarShehu @MobilePunch No medical school will hand a medical practicing license to an Almajiri product like u,0
@der_vand @LibertyHangout Wow im glad you agree the original tweet by liberty hangout is stupid. \n\nAnd im glad you agree the christians approiated the calender.,0
"@mkogunbunmi @NGRPresident @MobilePunch @GarShehu @FemAdesina @FMICNigeria What is petty ? Is the @NGRPresident  not free to pick who 2 associate with again? You people preached democracy, &amp; PMB allowed you to have it. U hail Trump who called all media that does not support him fake news,but criticized Buhari for not even given a dam,something is wrong",0
@AbdulazeezShit1 Almajiri Drop-out,1
"@Ariel_MoonMFC Wow, just wow",0
@QuickTake @business @jacindaardern She hugs muslims and is bringing them into nz and giving them free stuff while muslims kill Christians and Jews around the world. She\xe2\x80\x99s definitely not representing the majority of New Zealand in her push to change nz culture from JudeoChristian to sharia.,1
@dino_melaye Senator Dino Melaye go and join Ipob if not your still remain slave,0
"@LordBaldwin_ When people believed Buhari was replaced by a clone, expect anything.",0
"@un, @AntonioGuteres ,@WhiteHouse , @IsraeliPM ,@UNHumanRights ,@nnamdikanu1 ,@VladimirPutin52 , @eu,@OSFJustice ,@Number10govRBLX .@POTUS ,@realDonaldTrump , *sos #ipob,  4rm islamists #terrorist Nigeria!. #speakBiafrafreedom!. https://t.co/6frgqb36TK",1
"""@OlamideGh @Iceprincezamani Tell God , you're tired of this online Almajiri, it's 2020.. we move \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbf""",0
"@foxnewsradio .The only way to STOP religious killings and the killings of Christians in the British Created ZOO called Nigeria, is to return the people to their homogeneous ways of life before Britain came.#Biafr. https://t.co/0U5dWs03vp",1
@LarsArneC Enig Lars Arne.,0
"31223\n\nKnitted DollsHandmade Toys with a Designer Wardrobe, Knitting Fun for the Child in All of Us\xe3\x80\x90\xe9\x9b\xbb\xe5\xad\x90\xe6\x9b\xb8\xe7\xb1\x8d\xe3\x80\x91[ Arne &amp; Carlos ]\nhttps://t.co/rfdDprMKNz",0
"@PattyMurray .The only way to STOP religious killings and the killings of Christians in the British Created ZOO called Nigeria, is to return the people to their homogeneous ways of life before Britain came.#Biafra.compliment of the season.",1
#KAG-OFF\n#MAGA-JAGS\nAre All Just Racists\n\nEvil - Not Confused\nEvil - Not Christians\nEvil - Not Patriots\n\nSICK - TWISTED - STUPID\nWHITE SUPREMACIST SHEEPLE\n\nEff Them All\n\n#Trump https://t.co/Oj4MN1ijaf,0
Everyone knows now that Nnamdi Kanu is a true Prophet when he called Nigeria a zoo. Nigeria is a fraud created by the colonialist UK to destroy humanity. Hear him. @MaziNnamdiKanu @realDonaldTrump  @Amaka_Ekwo https://t.co/X9DEZeJw0U,0
"2020: Be patient, ignore lies, propaganda \xe2\x80\x93 IPOB cautions members https://t.co/DyGAkW5wU1",0
"@samiidebeb @rightrealruby @Scavino45 2/2 a god that says to kill anyone should be your first red flag you have a glass God.  A rock will say oh Muslim kill a Jew "" and we are bad ? Y\'all murder christians all the time",0
@KrunchGrizzly This one worse pass almajiri\xf0\x9f\x98\x82,0
"IPOB: Nnamdi Kanu\xe2\x80\x99s lawyer, Ejiofor speaks from hiding, reveals those responsible for attack [VIDEO] https://t.co/TOGZIhVmC0  #Ipo",0
"""IPOB: Nnamdi Kanu cries out as police, military allegedly invade his lawyer's residence, kill two people https://t.co/HiF8uxWXaV  #Ipo""",0
"@RealYeyoZa @michael_donelan whoopdeedoo some people are stupid. the ""take into account the opinions of everyone"" isn\'t a great line either. if christians are able to say ""yeah well our population was ok while millions died due to saddam"" you think this is a good argument? seriously?",0
@JeffNnaka @OfficialAPCNg Biafraud are u still a Nigerian???. Answer that then I will tell you what ur brother governors are doing to u,0
"Happy New Year my friends and IPOB family members, in this 2020 our enemies will cover their faces in shame, Biafra is here to stay.",0
@kkoenigs1776 So you gonna kill all non Christians or just enslave them?\xf0\x9f\xa4\x94,1
"""@OrientalTimes That's good for d #hell termed #Nigeria; no sane #country works wit this #zoo. congrat to the #GhananianGovernment. @familywriters1""",0
"""@ShekharGupta @seemasirohi who decides Good wil? @POTUS ? Then Good wil of @narendramodi has increased! Putin? He today exclaimed, How Muslims r kill in Christians! @Swamy39 has today tweeted about European nation! They won't allow Muslim immigrants! So finally Good wil is decided by @ShekharGupta ???""",0
@AbdulazeezShit1 @segilolaa @mkogunbunmi @NGRPresident @MobilePunch @GarShehu @FemAdesina @FMICNigeria I will take it like you are one almajiri.,0
"""Islam-Prohibits-Killing-Innocent-People;   EXCEPTIONS:\nIf You Are NON-Muslims[unbelievers](Christians, Jews, Buddhists, Hindus, etc), Islamic Heretics,  or Apostates From Islam, YOU DO NOT QUALIFY AND MUSLIMS  -CAN-  KILL YOU WITH  -ALLAH's-  PERMISSION!\n\nhttps://t.co/6JJFz6wBWf""",0
Nigeria\xe2\x80\x99s oldest surviving soldier is\xc2\xa0dead https://t.co/V3QWCfzZMc https://t.co/6xXa5rNJtV,0
@BOGbadamosi @iam_ipob Am not surprised,0
"""Obama didn't:\n\n1) take away your guns \n2) send you to un camps\n3) institute sharia law\n4) raised the debt\n5) kill farming\n\nTrump has\n1) opened detention camps\n2) brought sharia christians into WH\n3) smashed debt records\n4) killed farming""",0
"""@Human67904417 @Victoryvox No you hate Christians as a people and would probably kill them while you are welcome in Christian nations and are treated with love because of Jesus's teachings.""",1
"""@Human67904417 @Victoryvox No he didn't, Jesus taught that we should love our enemies like we love the Hindus whose gurus told them to burn our churches, kill people if they suspect they've eaten cows even if they haven't and rape young girls just for being Christians.""",0
"""@volqx She can't try this rubbish in Nigeria nau.\nShe will be dead before she lifts her hand \xf0\x9f\x96\x90\xef\xb8\x8f""",0
"""@mlportn @NatSecLisa &amp;Jews &amp; disableds &amp; gypsies. The eugenists and evil racists who hate Israel and Christians are far left, as are the left's very own versions of brownshirts, which is antifa, who are FASCIST haters of diversity of thought. THEY are the nazis, too stupid to see this obvious fact.""",0
"@pati_gallardo If I tell s/o to bring a friend, I don\'t need to know that friend at all. If I invite someone directly I probably have talked to them a few times before. I don\'t have to know them for ages. Common interest, e.g. ""let\'s have a board game evening"" also works for almost strangers.",0
Nigeria\xe2\x80\x99s oldest surviving soldier is dead: https://t.co/zj2VlqqK18,0
"Fayose is BMC/Buharists nightmare\n\nThey\xe2\x80\x99ve been busy tagging EFCC\n\nLast I checked, Buhari\xe2\x80\x99s men:\n\nNasir Danu arrested @ Heathrow Airport with fake Maltese passport &amp; \xc2\xa3200,000 in cash\n\n&amp; the minister of defense - Bashir Magashi busted for $550,000 are still flexing freely in ABJ\xf0\x9f\xa4\xa3",0
"""A couple of weeks ago based on a complaint by masquerades and their followers..the police stormed the IPOB lawyers house and people got killed. We have forgotten haven't we.""",0
"""@Human67904417 @Victoryvox No you hate Christians as a people and would probably kill them while you are welcome in Christian nations and are treated with love because of Jesus's teachings.""",1
"@Henry4sam @BenjaminArgos @AsiwajuTinubu Dis Henry for Sam na real mumuscious so d bullion van stops u from voting ur candidate, Infact wat re u still doing in Lagos Sey na ur papa land b dis? Ur useless governor dey share kero for ur villa u dey here dey post rubbish.. efulefu ipob member",0
"""All The Money Nigeria Gov\'t Is Borrowing Is Meant To Fight IPOB. But will they Succeed?\nThe Answer Is NO!\n\nMazi Nnamdi Kanu https://t.co/7UNLiJ3fSY",1
"""All The Money Nigeria Gov\'t Is Borrowing Is Meant To Fight IPOB. But will they Succeed?\nThe Answer Is NO!\n\nMazi Nnamdi Kanu https://t.co/9Rr4SzLWxJ",1
