,Tweet,Polarity
1288,see typo tweet ment tweet nwhat christians none business since trying kill kind,0
1289,right kill christians,0
1290,dss arrests suspected mastermind buhari fake wedding ministers,0
1291,disney originals que estoy esperando con ansias este wandavision love simon falcon amp winter soldier monsters work diary future president clone wars season high school musical musical series season mandalorian season,0
1292,jesus condemns killings murder nif true christians would know one jesus commandments thou shalt kill,0
1293,donald trump could give shit anything religious unless gets elected publicly stated business christians stupid,0
1294,,0
1295,pair replica arne jacobsen midcentury modern style beechwood chairs furniture owner sale,0
1296,christians kill rebel god nwow satan busy trump serpent,1
1297,,0
1298,never arrested buhari freedom kill amp wreck havoc hours later buhari issues condemnation usual script buhari comes fulani herdsmen terrorism forgets forceful comes,1
1299,one still discussing whereas taking action pursuing independent nothing discuss eastern region always seen conquered region virtue victory vanquished declaration war,0
1300,christian hate christians gotta get comment hiden block get blasphemous anyway ab religion ngonna take care stupid replies allowed,0
1301,protecting anyone stretch nevertheless fail see morality letting man escape actively planning kill civilians christians stop monsters,0
1302,berbers proud arabs never power south syria kurds go learn child arab countries christians jews u dont know dissociate nation religion amp u sold muslim ruler kill brother western sionist axe u muslim,0
1303,never arrested buhari free reign kill amp wreck havoc hours later buhari issues condemnation usual script buhari comes fulani herdsmen terrorism forgets forceful h,1
1304,check post never posted talked nnamdi kanu know better anyway type makes call nigeria zoo,0
1305,dss parades suspect behind buhari fake wedding video,0
1306,exists like trump depravity evangelical christians knows boundaries pence republicans long using taxes murder abroad,1
1307,palestinians friend christ want kill christians almost much jews palestinians guarding jesus holy site point want destroyed feel sorry good,1
1308,satan fooled called christians copying nazi salute think calling blessings god stupid sheep,1
1309,siblings like,0
1310,first time seeing trump talk like president,0
1311,good christians kill,0
1312,still cannot believe criminality reigning supreme government trump gop thumb noses rule law seem powerless stop cannot believe ppl claim christians full hate want kill others,0
1313,iran going start proxie war bomb american military send missiles israel bomb oil tankers bomb saudi oil fields take hostage navy sailors kill christians syria go kurds bomb embassy,0
1314,hidden story space call nigeria prefer anywhere else world many even live penguins antarctica escape unlivable conditions zoo,0
1315,feel ashamed pastor trying manipulate people even make seem higher god nsign petition xbb,0
1316,kill christians believe jesus son god abubakar shekau,1
1317,dr phil let trust one,0
1318,christians kill xbe,0
1319,rugged vigilante member scorpion dies ipob rally abia photos,0
1320,guns,0
1321,fuckin spich u doin u got almajiri album kheengz,1
1322,god people christians wingnuts proclaim christians responsibility kill muslims,0
1323,nigerians claim buhari dead replaced clone confused,0
1324,thunder strike death fulani terrorist amp china agenda nigeria evil finance minister nigeria one criminal amp looter nigeria shameless woman,1
1325,christians think fricken harry potter kid christians people helped others lived golden rule practiced honesty pretend magical powers bizarre,0
1326,dss nabs man created video buhari fake wedding,0
1327,really shows scared idiots afraid islam let kill muslims christians americans want better ever fight back damn cowardly,1
1328,enjoy nigeria cardi brain dead,0
1329,wonder includes thou shall kill thou shall commit adultery thou shall bear false witness know commandments christians supposed led,0
1330,courage report stupid people bible thumping christians worship casino magnate bones various pornstars srsly,0
1331,called nigeria zoo need commended given honorary doctorate degrees better word describes sad,0
1332,iran war humanity within americans christians lgbt killed beheaded amp thrown buildings iran imagine living country started war since b c kill nstefan molyneux idiot ndon like stefan,0
1333,arrests suspected mastermind buhari fake wedding ministers,0
1334,room full stupid ass fake christians go hell along draft dodging coward worship think tough guy bet fist fight life neither either,1
1335,dont know know sir place welcome nigeria ladies zoo cause ladies ugly extent reverse bonner,1
1336,christians stupid cannot think,2
1337,feel ashamed pastor trying manipulate people even make seem higher god nsign petition xbb,0
1338,trump stupid man amp christians following religiously fooled,0
1339,christian jew deplore killing anyone problem kill us christians jews must always make clear value peace else however fight keep peace,0
1340,go sit jorh open mouth talk like crazy person trying insinuate ritualist evans igbos kill brothers money guys kill succeed oda igbo kwa,1
1341,shelt kill honestly believe drumpf evil believe test christians antichrist comes failed miserably opinion thoughts c xba,0
1342,stupid christians bad white nationalism certain humans allowed equality christian god wants totally ignorant may able comprehend anyone would humanity,0
1343,happened thou shalt kill false christians make sick,0
1344,thanks much arne,0
1345,islamophobia military helped embassies killed ccx top general years orchestrated many attacks killed k us soldiers meetings kill americans post anything christians beheaded,0
1346,dss parades suspect behind buhari fake wedding video,0
1347,scared obama gave billion dollars kill christians trump putting end,0
1348,thoughts amp prayers millions almajiri children exposed harsh weather across northern states njos kano maiduguri nif please reach neighborhood nno child experience kind life,0
1349,feel ashamed pastor trying manipulate people even make seem higher god nsign petition xbb,0
1350,mans actions shows muslim fooled lot stupid christians voting thought interviewed george stephanopoulos religion believed said cmuslim,0
1351,wife beard maybe man,0
1352,dems muslims practicing taqiyya usa told al bagdadi isis islam usa hits bagdadi muslim terrorists kill christians revenge dems decrying fighting syria amp iranian missile kills civilian operative,0
1353,feel ashamed pastor trying manipulate people even make seem higher god nsign petition xbb,0
1354,evidently ilhan care kill people protesting evil regime nthey oppress woman gays jew christians hindu buddhists everyone think like nand omar says,0
1355,feel ashamed pastor trying manipulate people even make seem higher god nsign petition xbb,0
1356,every bianfran citizen living northern part zoo contraption called nigeria come back immediately terrorists prepared kill people,1
1357,even eradication almajiri protest business u iran misunderstanding well blame lugard dosen deserve called lord,0
1358,honestly sick seeing christians celebrating death even cheering cwhen jesus said love enemies least meant kill,0
1359,every one replying dont know left right son u place self god said son well please u wanna kill hate christians bc jesus make self available last day,0
1360,biden questions decision kill soleimani pray trump listened commanders believe praying anyone like christians,0
1361,clear zoo contraption called nigeria islamic nation,1
1362,newfoundland gander airport taken steps preserve departure lounge furnished charles ray eames robin bush jacques guillon arne jacobsen go,0
1363,mr president donald trump sir pictures zoo contraption called nigeria fulani caliphate north shows well full support terrorism biafra nation part zoo contraption called nigeria,1
1364,c christians allowed kill must ready put death permitted guiltless put even guilty death cyprian carthage,0
1365,shiites people pledge allegiance iran almajiri issue concern arewa people concern well ethnic bigot,0
1366,clear zoo contraption called nigeria government fulanis aso rock terrorist,1
1367,dss arrests man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed,0
1368,everyone means come give pair socks blanket cardigan something cover please retweet awareness nplease let help kids nany almajiri see help please nallah bless guys xbc,0
1369,others currently north please help rebroadcast nplease operation cover almajiri cold north something else amd need survive ndonate blankets socks cloth,0
1370,one gods primary commandments nthou shalt kill nhow christians find compatible teaching christ sunday school teacher explain seven year old pre baptismal children,0
1371,think jesus would kill people neither christians talk retrospectively war theological stance never going satisfying good things come evil,0
1372,christians zoo nigeria alert reprisal attacks nigerian state sponsored terrorist groups like boko haram routine episode anytime muslim man killed outside zoo christians biafrans killed muslims nigeria,1
1373,antichrist jacob rothschild promotion remember zionists synagogue satan pretending jews revelation nreal christians gluttons kill people cheat wives amp slap kids suck dick right way,1
1374,mr spread lies buhari bmc yet still tolerate madness fake news prof sacked spare us remember nigeria soldiers kannywood script dasuki fak,0
1375,million fines fraud steals charity money godamn fucking stupid buy horseshit christians intolerant hateful people want destroy secular democracy atheist amp morals,0
1376,better divide country people islamic country leave christian small thing start talking christian kill christians watching man,0
1377,spoke bible seemed like talking mentioned cgod christians use say r,0
1378,matter day matter try never stop trump god ordained fulfill come fulfill please know nigerian next place watch kill christians,0
1379,word almajiri supposed mean desciple nsomeone learning way life master sy,0
1380,thing remaining nigeria name ipob destroyed atrocities image completely lateef jakande,0
1381,see religious extremism american christians cheer war carrying killings islamic extremists otoh extremists believe god kill bless military,0
1382,dear say dumping us nigeria say become one animal zoo called nigeria nigeria country nigeria cowtry biafrans nigeria supports,1
1383,probably said something link dump cool paper geir arne one phd students back day andrea h vard amazing really happy people read paper,0
1384,iranians didnt kill jesus kill christians,2
1385,matter look usa supports rebels syria money weapons logistics military cooperation amp rebels cut christians heads crucify otherwise kill amp chase,0
1386,christians full shit xafve ignorant understand really going world stupid,1
1387,dss nabs mastermind buhari fake wedding video,0
1388,oil plus kill christians,0
1389,incredible kisses feet refugees denies christians kiss ring pope would refugees refused stupid disgusting feet kisses,0
1390,kill extremist leaders capture violence begets violence conservatives christians know trump dc would act war happened,0
1391,dss arrests man created fake video depicting president buhari wedding zainab ahmed,0
1392,ohanaeze ndigbo youth council worldwide caution igbo groups cause disaffection among igbos warning governor okezie ikpeazu never called biafra agitator,0
1393,sss arrests alleged mastermind viral video buhari fake marriage two ministers,0
1394,dss nabs mastermind buhari fake wedding video,0
1395,stupid makes christians look like idiots,0
1396,america governed lies bullshit trump evangelical government phony president phony christians willingly sending americans death saudi troops iran go trump stupid kill,0
1397,us state department busy defending assassination iran top general dss busy parading guy shared buhari fake wedding video,0
1398,mats bought almajiri school heard students sleep bare floors nn,0
1399,deleted facebook account thinking end lot stupid nmy aunt forwarded email got muslims going take us already beheading christians country genuinely believes crap,0
1400,raised christian love jesus read bible every day scariest thing ever seen seeing christians justify actions paint christian next kill gay people turning,0
1401,marriott ceo arne sorenson sold nearly million stock described routine transaction shares due expire marriott exec family member offload stock end,0
1402,yeah trump wants kill white christians jews really nailed head one ivan,0
1403,president buhari end careers many fake prophets nigeria nothing said came pass nifeoma e e e,0
1404,gag u beyond stupid laughing wish someone would tape trump privately calling supporters amp laughing esp called christians praying guy call nd coming never goes church amp never prays amp never good,0
1405,zoo organised prioritizes health wellbeing animals care nigeria failed attain level zoo,1
1406,bible fiction christians stupid amirite crowd r atheism irks religious scriptures give insight history,1
1407,ipob one family,0
1408,walking dead useless waste sperm,1
1409,dss arrests man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed,0
1410,well americans stand watch anyone kill citizens standing americans watch monster kill christians name useless believe,0
1411,dss arrests man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed,0
1412,dss arrests man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed,0
1413,loss xbf neutrogena wrong choose wrong products rochester new york,0
1414,potus authorized mission took real target copy anyone certain president authorized mission bombed idps instead terrorists niraq militias protesting reporting celebrating ipob protests,1
1415,please need sponsors sake sadaqatul jariya poor almajiri road let make happen katsina let see help may allah swa give us strength help ameen,0
1416,first segment enlightenment focus priorities hold hands someone qualified enough married b duties upon marriage journey nmost times parents sent kids almajiri,0
1417,god king nightmare sure orange moron brag killing stupid called christians soaking bull shit,1
1418,christians christianity stupid,1
1419,dss arrests parades man created fake buhari wedding video,0
1420,thing article discussing old cultures factor growth progress christians used stone women divorced know stupid,0
1421,man arrested video fake buhari marriage minister,0
1422,way dss spokesman talked glowingly arrest fake buhari marriage video suspect looked like caught shekau boko haram,0
1423,france ties ipob,0
1424,buy nsub ncome take hope u carry dis online almajiri enter,1
1425,thanks follow,0
1426,important question also happen lot time money wasted bad ideas promoted reformers little understanding education take,0
1427,new post dss arrests mastermind president buhari fake wedding published straightnews,0
1428,nigeria xac fake president cleaner everything ghanaian nigeria xac go copy past dead buried ghana xac xad photo,0
1429,kick like arne friedrich,0
1430,heritage beautiful one nabused nresulting abuse innocent kids nany person older passed almajiri education present one oo,0
1431,watch iranian supreme leader iranian leaders crying like baby us airstrike kill general nonly make happen god bless,0
1432,church institution deserve half respect think bible also contradicts many times ckill gays,0
1433,manner almajiri lie dat,1
1434,thing bring lasting solution almajiri menace enforcing law criminalize almajiri system education nmanir jega,0
1435,record nenrolling almajiris schools nadopting almajiris philanthropists nrenovating building almajiri schools nempowering almajiri children nempowering almajiri malams parents netc nall never bring lasting solution almajiri menace,0
1436,may reign forevermore amen messiah lord mazi nnamudi kanu supreme leader ipob familyworldwide come ligh,0
1437,guy behind doctoring buhari fake marriage video arrested kano dss nmissed placed priorities,0
1438,stupid christian believe trump nothing useful idiot god need help likes trump evangelical christians make prophecy come past,0
1439,regia design line arne amp carlos nlimited edition tokke,0
1440,dss arrests man created viral video buhari fake wedding,0
1441,ipob right called govt,0
1442,part sharing formula nhopefully political parties nigeria exception apga clamouring give automatic presidential ticket igbo man biafra zoo stable ndoes,0
1443,jesus bible prophecy news funny reason dumb religious convert hordes love draco avatar pastors teach white sorcery mind power make family wealthy hate us real christians teach bible says family try kill amp leave family follow christ,0
1444,anything less clone president trump considered huge failure,0
1445,see buhari dogs rushed investigate someone spreading fake news ask investigate killed people kogi abducted kwara clueless dumb smh,0
1446,shows loads better artists even heard listen artist songs nigerians music type anything never open borders almajiri crying gates since,1
1447,agree know demondcrack ever become president would start killing christians believe democrats ones sending people church kill christians carry church long dress,0
1448,ipob warning ndo share distribute circulate approve unverified biafra news report,0
1449,ipob warning ndo share distribute circulate approve unverified biafra news report,0
1450,ipob warning ndo share distribute circulate approve unverified biafra news report,0
1451,freedom hand messiah supreme leader ipob familyworldwide day alter wordpress news declare fully restoration biafra nation shall elohim chukwuokikeabiama handed,0
1452,ipob warning ndo share distribute circulate approve unverified biafra news report,0
1453,compare hezbollah hamas ipob,0
1454,let iran mourn dead let america deal aftermath assassination gen qassem soleimani co let un manage situation make world experience another world war nlet nigeria nigerians face challenges home,0
1455,dss nabs mastermind buhari fake wedding video,0
1456,dss nabs mastermind buhari fake wedding video,0
1457,dss nabs mastermind buhari fake wedding video,0
1458,dss nabs mastermind buhari fake wedding video,0
1459,dss nabs mastermind buhari fake wedding video,0
1460,dss nabs mastermind buhari fake wedding video,0
1461,igbo man law enforcement agencies fighting ipob fool,0
1462,nigeria two children left dead,0
1463,chamberlain clone become president,0
1464,jesus christ christian bible prophecy news devil worshipper nephilim alien incarnate avatar elite families control illuminati pentagon global military assassin secret society tries kill god christians use nephilim descendant criminal banking family,0
1465,british isis satanic kingdom empire vampire slavery agent zoological republic called nigeria set fire enugu provence main market right,1
1466,president issued air strike person power iran oh man good nclone napoleon bonaparte none good reginald called war,0
1467,beginning question jesus still letting guy kill innocent christians,0
1468,come nerve ass dead,0
1469,christians assad hands might usa supplied sunni jihadis arms money intel kill,0
1470,v never seen many stupid fvcking extremist christians entire life delusional lunatics,1
1471,breaking dss nabs man created shared fake videos buhari marriage female minister,0
1472,dss nabs mastermind buhari fake wedding video instablog ja,0
1473,dss nabs mastermind buhari fake wedding video,0
1474,dss nabs mastermind buhari fake wedding video,0
1475,kill christians real tweet almighty bilakh leader,0
1476,bird species may going extinct six times faster previously thought numbers would much worse without conservation efforts says arne mooers,0
1477,christians kill comandement interpretation,0
1478,great question legally many evangelists christians dont look beyond religion cast votes stupid move got trump religion money,0
1479,know two types shiite muslims iran like republicans shiites wants live normal life zoo northern nigeria shiites brutal enemies israel americans,1
1480,peoples like want attention talked like mental derailed individual sharia law constitution christians bow stupid laws alright,0
1481,demand supply side primary target govt amp almajiri supply sides provide require,0
1482,christians lay lives get others heaven nterrorists kill others get heaven nnot,1
1483,tell christians wiccans religions stupid target one religion,0
1484,christians muslims enjoy holidays nigeria believers injustice highest order xba xad xba stupid,0
1485,doubt nigeria capital zoo,1
1486,cardie chukwu bodyguard refused follow nigeria hear reshoots every dead body ewure,0
1487,christians kill muslims holding believe jesus son god thing worry baffles,0
1488,talking world war ignore news dss carried man thought creator fake buhari wedding nwhat know another person got forcefully disappeared nhe sowore agba jalingo must demand purity,0
1489,dss arrests person allegedly behind fake video depicting buhari marrying another wife,0
1490,nigeria gets restructured grazing almajiri child marriage sponsored pilgrimage govt building mosques churches amp women keke ban alcohol sales amp consumption nwill stop national issues,0
1491,stupid people people love love evidently christians cannot even agree anything,0
1492,one almajiri system corrupted live parents study like tomorrow day believe system xad,0
1493,dems libs lets see christian acts kill babies day born know sex cry walk around pussy suits get way christians act like dems libs,0
1494,messiah lord mazi nnamudi kanu supreme leader ipob family worldwide also prove world british isis satanic kingdom empire vampire slavery sponsoring terrorist headquarter zoological republic called nigeria,1
1495,thoughts amp prayers millions almajiri children exposed harsh weather across northern states njos kano maiduguri nif please reach neighborhood nno child experience kind life,0
1496,gave almajiri issue witnessed first hand woman fighting husband prevent sending son another state said course nhe divorced grand wedding currently living best life ne,0
1497,insult nigeria pls unkept zoo nigeria,0
1498,dss nabs man behind buhari fake wedding videos photos,0
1499,know kill christians practicing faith xbc xbc xbc,1
1500,one animal monkeys amp bamboos power zoo amp called nigeria half animal amp half human called thief oshiomhole one looter criminal killer thief nigeria ugly monkey oshiomhole talking imagine,1
1501,dss arrests man creating sharing fake video depicting buhari marriage,0
1502,shall kill christians mostly biafrans,1
1503,dss arrests alleged mastermind viral video buhari fake marriage two ministers,0
1504,kogi state police command said houses vehicles razed gunmen tawari community among destruction dead,0
1505,us biafras save self evil dead zoo called,1
1506,arewa people left urgent local issues like fixing almajiri child marriage state country alone rallied less hrs death,1
1507,pf great powers pictures railway lines concentration camps like auschwitz kill jews christians everybody bomb njan karski reported holocaust,0
1508,yes probably right happy new year well lyn definitely going heading back arne time spring hopefully able catch,0
1509,man arrested creating sharing fake video depicting president buhari wedding minister finance zainab ahmed newscastars,0
1510,njust killing terrorist iraq lives nchristians jewish already serious danger nigeria zoo nrestoration option nfor biafran safety,0
1511,radio biafra extra anchored ipob african rep mazi george onyibe,0
1512,destiny almajiri go get virgins death,1
1513,biafrans nothing stop us britain care taking sink nigeria foresee queen dead boris johnso,0
1514,rework game music cult classic rob hubbard dave lowe international karate ik cover,0
1515,lola ndon mind looking fame ipob,0
1516,social media reason post anything social media especially fake news political criticism guy started spreading news president muhammadu buhari getting married court right,0
1517,dss nabs mastermind buhari fake marriage,0
1518,stay u nigeria zoo lot animals,1
1519,,0
1520,dss arrests man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed,0
1521,obsession islam towards christianity gives mislims motivation kill christians even though said islam religion peace jesus christ son god died rose rd day glory warrant killing,1
1522,batshitcrazy,0
1523,citizenship india basis oppressed religion wrong stupid people understand nif pakistan could keep dalit sikh christians buddhist brothers safe,0
1524,boots ground starting war hit leader largest terrorist group world know kill soldiers jews women children christians hero sorr,0
1525,street begging almajiri menace national phenomenal,0
1526,one feared dead boko haram attack adamawa,0
1527,dss apprehended mastermind buhari sadiya umar farouk minister fake wedding news love see,0
1528,another issues need attention almajiri issues region something please,0
1529,sudden many agree nnamdi kanu nigeria zoo,1
1530,dss parades suspect behind buhari fake wedding video,0
1531,dss nabs mastermind buhari fake marriage punch newspapers,0
1532,worldwariii happen nigeria got prayers offer dead,0
1533,god islam god jews christians nand prophet islam continued path moses jesus nlet take look full text nmisguided kill people take land name religion like israel,0
1534,think radicalizing muslims hate us christians every week killings happening amp bombings middle east playing world cop serious dirt hands venezuela hypocrisy h,1
1535,biafra kanu calls immediate release ipob members arrested,0
1536,save country mohamad ngo back country kill christians get ready another years cupcake,1
1537,fanatics christians muslims alike arrogant stupid fanatics especially nigeria,0
1538,dss arrests suspected mastermind buhari fake wedding ministers sahara reporters,0
1539,buhari bello nin post mallam ibrahiym el caleel relating charged us iran relations killing iranian general qassem sulaimani nabubakar usman almajiri commented meaning,0
1540,read bible deuteronomy great verses god commanding christians kill infidels deuteronomy god commands israelites attack midian kill everyo,1
1541,thou shall kill apart bible fake christians,0
1542,christianity islam imported africa nig tht muslims feel inspired kill christians trusting jesus son god self righteous christians think tht loved,0
1543,thou shall kill apart bible fake christians,1
1544,sss arrests alleged mastermind viral video buhari fake marriage two ministers,0
1545,sss arrests alleged mastermind viral video buhari fake marriage two ministers,0
1546,one need check low iq evil buhari defending fulani herdsmen even said fight boko haram fight core north evil buhari releasing terrorists gej jailed recruit nigerian army,1
1547,zimbabwe reprodu,0
1548,sighted arne,0
1549,behalf us citizens stationed overseas apologize lack intelligence information iran kill americans years behead christians world especially threaten americans,0
1550,president buhari sadiya faruq fake wedding ceremony dss arrests author video clip,0
1551,dat guy saying christians kill people butthole dont like buttholes offerin bite ankles maybe eat sox lookin like eatin sox kinda thing,0
1552,ever shame recycling articles nhow many times nigeria overtake egypt africa highest rice producer nbuhari boys singing fake news far back march ncheck dates article nachievements,0
1553,none wish state rights ams absence nigeria nwe rights dead letter study damages secured government agencies never paid,0
1554,igbo group voice abia governor ikpeazu tagging ipob activi via,0
1555,ever shame recycling articles nhow many times nigeria overtake egypt africa highest rice producer nbuhari boys singing fake news far back march ncheck dates nachievements,0
1556,imagine terrorists army uniform blocking road terrorising motorists thank soldier foot nthere never consequences actions zoo called nigeria,0
1557,president buhari sadiya faruq fake wedding ceremony dss arrests author video clip,0
1558,ipob cautions members patient ignore lies propaganda today via,0
1559,defended pres mbuhari military attacks ipob protesters raining curses pres trump ordered u military attack killed iranian gen q soleimani head islamic revolutionary guard corps el quds force baghdad intl airport early friday,0
1560,christmas season opportune make new friends spent time maiduguri zoo almajiri friends mine wonderful kids full ambition,1
1561,killings unless self defense murder name religion kill infidel sinful christians pretty much realized worldwide,0
1562,iran top military leader threatened kill leaders americans threats also kill christians could leave let kill innocent christians women children done america help,1
1563,dss arrests suspected mastermind buhari fake wedding ministers,0
1564,iran top military leader threatened kill leaders americans threats also kill christians could leave let kill innocent christians women children done america help,1
1565,ohaneze criminal group ipob shutting fulanis herdsmen ohaneze busy looking way collect money zoo government shameless people,1
1566,shut already sent fulanis terrorists herdsmen kill unarmed peaceful ipob demonstrators se ss show sign remorse egbe ku puo gi isi mass murderer,1
1567,dss arrests man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed,0
1568,dss nabs mastermind buhari fake marriage punch newspapers pressing national security issues,0
1569,salute biafra golden striker kanu nwankwo belligerent plan lunch ipob national team bold step would touch nigeria world different points struggle freedom leant wants focus se alone wish focusses global biafra,0
1570,dead worth properties destroyed kano fires nkoulibaly ewure drinkwater nigeria,0
1571,dss nabbed young man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed,0
1572,get ready propaganda war manipulating public opinion support stupid destructive war result innocent lives brutally lost ground women children lose wars,0
1573,wow wow,0
1574,dss parades suspect behind buhari fake wedding video,0
1575,dss parades suspect behind buhari fake wedding video,0
1576,great comment dems bed jihadist muslims kill innocent ppl wage war christians wtf,1
1577,dss arrests man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed,0
1578,dss arrested farouq mohammed fake news video buhari purported wedding nthat asking nbetter late never disciples guided,0
1579,god kill christians believe helping god kill killing human beings created god created believe make heaven big fool,0
1580,weda ipob evil plotters pdp likes nigeria must better able general nthere would never division one nigeria must remain,0
1581,send republican party fight christians love fight kill good,1
1582,nigeria xac zoo,1
1583,use nigeria test nuclear weapons guys remember picture buhari signing one document trump laughing ba nwe dead country nfinland come c c c b xab b xab b xac b xac,0
1584,dss arrest propagator buhari cfake wedding news social media olusegun ariyo,0
1585,thing remaining nigeria name ipob destroyed image completely lateef jakande,0
1586,thing remaining nigeria name ipob destroyed image completely lateef jakande,0
1587,thing remaining nigeria name ipob destroyed image completely lateef jakande,0
1588,dss arrests man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed,0
1589,going northern states separated zoo fraudulent constitution adopt sharia law right eyes amp efulefu still shouting one nigeria indivisible nonsense unity divide rest contraption called nigeria,2
1590,kill christians believe jesus son god abubakar shekau leader boko haram kill christians beast kill every christian earth changes nothing jesus still lord still son living,1
1591,kill christians believe jesus son god abubakar shekau leader boko haram kill christians beast kill every christian earth changes nothing jesus still lord still son livin,1
1592,kill christians believe jesus son god abubakar shekau leader boko haram kill christians beast kill every christian earth changes nothing jesus still lord still son livin,1
1593,argue christmas easter boxing day someone already stupid common new year day christians wow,0
1594,dss arrests man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed,0
1595,mistake man created buhari fake marriage video pleads landing dss net,0
1596,dss arrests man created viral video buhari fake wedding,0
1597,dss arrests someone circulated fake marriage video buhari minister nigeria intelligence reduced nsai baba,0
1598,president trump shld come nigeria amp kill islamic terrorist terrorist sympathiser amp groomer posing president called muhammadu buhari ethnic cleansing amp killing christians amp jews nigeri,1
1599,fake news please disregard pay master general buhari,0
1600,great start nto dutch friends fans nd november performing willem twee den bosch nl nwe present new album end september nmany thanks arne van os van den abeelen,0
1601,president trump shld come nigeria amp kill islamic terrorist terrorist sympathiser amp groomer posing president called muhammadu buhari ethnic cleansing amp killing christians amp jews nigeria di,1
1602,britain zoo nigeria greatest terrorist biafra america see demonstrations made nigerians bcuz trump killed one notorious iranian terrorist army,1
1603,assumptions utter moron started shooting people church kill christians either disingenuous iq room temperature,1
1604,educated look like almajiri buharist saying col dasuki held four years could meet bail conditions education,1
1605,government apc apc apc worst administration history nigeria rules leaders consciences dead rotten speak wickedness come shame,2
1606,people think abortion violates thou shalt kill freedom speech say otherwise arrest catholics evangelical christians orthodox jews muslims,0
1607,incase yet see hear boy abubakar shekau boko haram says kill christians believe jesus son god nhow far dss boys,1
1608,fucckkkk man really deployed ignorant hitler clone president,0
1609,suicide mission walk church let say police station nhe kill picked church full christians kill christians obvious fact trying brush scummy af,1
1610,probably mohammed said kill christians jews wherever find,1
1611,must always remember bernie iran kill american try dominate world iran would kill everyone believe ideology try dominate world christians jews would first list people kill,1
1612,wow nchair caucus washington state legislature nplotted insurrection form christian state cchristians right ckill males support abortion sex marriage communism long first give infidels,1
1613,exist crusades tried kill christians,1
1614,oh allow almajiri perform operation,0
1615,read suicide mission read specifically kill christians link screenshot would nice thanks,1
1616,arne schult kilians,0
1617,arne,0
1618,one almajiri north particular yola overall nigerian conduct surgery separate two conjoined twins one educated almajiri sad nobody cares celebrate nprofessor auwal,0
1619,spoonbill arne today noticed one ringed anyone know find information bird,0
1620,pls president trump come nigeria amp kill islamic terrorist terrorist sympathiser amp groomer posing president called muhammadu buhari ethnic cleansing amp killing christians amp jews,1
1621,dss nabs mastermind buhari fake wedding video check,0
1622,smh almajiri money adds put together balling,0
1623,please president trump come nigeria amp kill terrorist terrorist sympathiser amp groomer posing president called muhammadu buhari ethnic cleansing amp killing christians jews nigeria divide,1
1624,lie say cchristians twisted theocracies look african countries tha,0
1625,one nigeria want separated country nthere holiday peter birthday day judas died called dead holiday nshele stupid niii,0
1626,buhari fake american real iranian back keep cheap useless suggestions idea talking economic migrants born war torn nat,0
1627,already christians choosing put asterisk whole though shalt kill thing exhibited flexibility comes homosexuality heck even abortion even damn book,1
1628,christians overwhelmingly back trump shows religion although good kill blaspheme,0
1629,already christians choosing put asterisk whole though shalt kill thing exhibited flexibility comes homosexuality heck even abortion even damn book,1
1630,dss arrests man creating sharing fake video depicting president buhari wedding minister finance zainab ahmed com,0
1631,please president trump come nigeria amp kill terrorist terrorist sympathiser amp groomer posing president called muhammadu buhari ethnic cleansing amp killing christians jews nigeria,1
1632,dss arrests kabiru mohammed kano state indigene member kwankwassiyya group created video buhari fake wedding saddiyya faruq clear warning fake news peddlers nwailers lost one best hands go,0
1633,understand arne hot taking bit far im worried please call miss mom,0
1634,oh cool someone cool violate norms transgress prove stupid christians middle america sophisticated life get nwell middle america onboard new crazy politics find tog,0
1635,hehe maza ajayega girl cute dekhna wohi karwayegi mineil wali pair enjoying show much lovin,0
1636,man created shared fake video depicting president buhari wedding minister finance zainab ahmed arrested dss,0
1637,dss arrests year old spreading fake news president buhari,0
1638,vast majority still follow islam even help would still want kill infidel spelled quran folks want iran christians would certain death found want ou,1
1639,dss arrests alleged mastermind president buhari fake marriage videos,0
1640,talking books edinburgh festival arne dahl,0
1641,ask american army generals ever morpions similar bug bites weapons kill bugs men simply incompetent ignorance christians baby jesus,0
1642,break commandment inside church cool bad guys dead never caveats thou shalt kill typical hypocritical christians,0
1643,lie apc buhari done anything se marginalised amp want biafraud aw werey,0
1644,done almajiri professor proud u bro,0
1645,updated dss arrests man creating sharing fake video depicting buhari marriage,0
1646,see foolish fulani always thinking like first son cow someone ask demonic blood suckers evil race concern jesus christ son living god definitely business foolish killing christian people nothing,1
1647,dss arrests mastermind president buhari fake wedding member kwankwaso political family nna wa ooo,0
1648,breaking news dss arrests man creating sharing fake video depicting buhari marriage,0
1649,leader ipob harassed humiliated nigeria armed forces way home town,0
1650,leader ipob harassed humiliated nigeria armed forces way home town,0
1651,nkill uk citizens nkill christians amp jewish nkill lbgt nlabour nbut take action combat labour party lose nbtw john vote gulf war ndidn help make problem,0
1652,biafra kanu calls immediate release ipob members arrested aba,0
